,Neighborhood,Price,sq_mtrs,Bedrooms,Bathrooms
1716,"Brookside, Westlands",160000.0,4.0,4.0,4.0
1717,"Mvuli road, Westlands Area, Westlands",160000.0,3.0,3.0,2.0
1718,"Upper Hill, Langata",160000.0,3.0,3.0,2.0
1719,"General Mathenge, Westlands",160000.0,3.0,3.0,5.0
1720,"Donyo Sabuk Avenue , General Mathenge, Westlands",160000.0,344.0,4.0,4.0
1721,"General Mathenge, Westlands",160000.0,16.0,2.0,3.0
1722,"Ole Dume, Kilimani, Dagoretti North",160000.0,23.0,3.0,3.0
1723,"Mwingi Rd, Kileleshwa, Dagoretti North",160000.0,23.0,3.0,3.0
1724,"Denispritt, Kitale Lane, Kilimani, Dagoretti North",160000.0,2.0,2.0,2.0
1725,"Riverside, Westlands",160000.0,3.0,3.0,4.0
1726,"Mbaazi Avenue, Lavington, Dagoretti North",160000.0,3.0,3.0,2.0
1727,"Karura, Westlands",160000.0,2.0,2.0,3.0
1728,"Westlands Area, Westlands",160000.0,2000.0,1.0,1.0
1729,"Karura, Westlands",160000.0,2.0,2.0,3.0
1730,"Westlands Area, Westlands",160000.0,2000.0,1.0,1.0
1731,"Westlands Area, Westlands",160000.0,20000.0,2.0,2.0
1732,"Riverside, Westlands",160000.0,3.0,3.0,3.0
1733,"Kileleshwa, Dagoretti North",160000.0,2.0,2.0,3.0
1734,"01, Marula Lane, Kilimani, Dagoretti North",160000.0,250.0,4.0,4.0
1735,"General Mathenge Road, General Mathenge, Westlands",160000.0,260.0,4.0,5.0
1736,"Lavington, Dagoretti North",160000.0,2.0,2.0,2.0
1737,"Parklands, Westlands",160000.0,3.0,3.0,4.0
1738,"Othaya Road, Kileleshwa, Dagoretti North",160000.0,4.0,4.0,6.0
1739,"Kilimani, Dagoretti North",160000.0,3.0,3.0,4.0
1740,"Ole Dume, Kilimani, Dagoretti North",160000.0,23.0,3.0,3.0
1741,"General Mathenge, General Mathenge, Westlands",160000.0,24.0,4.0,4.0
1742,"Rhapta Road, Rhapta Road, Westlands",160000.0,3.0,3.0,2.0
1743,"Riverside, Westlands",160000.0,3.0,3.0,4.0
1744,"kilimani, Kilimani, Kilimani, Dagoretti North",160000.0,3.0,3.0,3.0
1745,"General Mathenge Drive, Spring Valley, Westlands",160000.0,232.0,4.0,5.0
1746,"Loresho, Westlands",160000.0,4.0,4.0,4.0
1747,"Westlands Area, Westlands",160000.0,2.0,2.0,2.0
1748,"Westlands, Westlands Area, Westlands",160000.0,2.0,2.0,2.0
1749,"Rhapta Road, Rhapta Road, Westlands",160000.0,3.0,3.0,2.0
1750,"Riverside, Westlands",160000.0,3.0,3.0,4.0
1751,"Argwings Kodhek Road, Kilimani, Dagoretti North",160000.0,260.0,3.0,4.0
1752,"General Mathenge, General Mathenge, Westlands",160000.0,4.0,4.0,4.0
1753,"Nyali Area, Nyali",160000.0,3.0,3.0,4.0
1754,"Kilimani, Dagoretti North",160000.0,2.0,2.0,2.0
1755,"Mpaka Road, Westlands, Nairobi, Westlands Area, Westlands",160000.0,186.0,4.0,2.0
1756,"Westlands Area, Westlands",160000.0,2.0,2.0,2.0
1757,"Waiyaki Way, Westlands",160000.0,1.0,1.0,2.0
1758,"Lower kabete, Kabete Lane, Spring Valley, Westlands",160000.0,4645.0,3.0,2.0
1759,"Brookside, Westlands",160000.0,3.0,3.0,4.0
1760,"Ole Dume, Kilimani, Dagoretti North",165000.0,24.0,3.0,3.0
1761,"Rhapta Road, Westlands",165000.0,3.0,3.0,3.0
1762,"Argwings Kodhek, Kilimani, Dagoretti North",165000.0,230.0,3.0,4.0
1763,"Mpaka Road, Westlands Area, Westlands",165000.0,4.0,4.0,4.0
1764,"Parklands, Westlands",165000.0,4.0,4.0,2.0
1765,"General Mathenge, Westlands",165000.0,3.0,3.0,3.0
1766,"General mathenge, General Mathenge, Westlands",165000.0,2800.0,3.0,4.0
1767,"6Th Parklands, Nairobi , Parklands, Westlands",165000.0,260.0,3.0,2.0
1768,"General Mathenge Road, General Mathenge, Westlands",165000.0,260.0,3.0,4.0
1769,"Westlands Area, Westlands",165000.0,4.0,4.0,3.0
1770,"Brookside, Westlands",165000.0,4.0,4.0,3.0
1771,"Peponi Road, Peponi Road, Karura, Westlands",165000.0,2.0,2.0,2.0
1772,"Kilimani, Dagoretti North",165000.0,3.0,3.0,3.0
1773,"Lavington, Dagoretti North",165000.0,2.0,2.0,2.0
1774,"Galana Road, Kilimani, Dagoretti North",165000.0,2.0,2.0,3.0
1775,"Argwings Kodhek, Lavington, Dagoretti North",170000.0,3.0,3.0,3.0
1776,"General Mathenge, General Mathenge, Westlands",170000.0,23.0,3.0,3.0
1777,"Arwings Kodhek, Kilimani, Dagoretti North",170000.0,28.0,3.0,4.0
1778,"Kitale Lane, Kilimani, Dagoretti North",170000.0,23.0,3.0,3.0
1779,"Peponi rd, Spring Valley, Westlands",170000.0,150.0,2.0,2.0
1780,"General Mathege, General Mathenge, Westlands",170000.0,175.0,3.0,3.0
1781,"riverside, Riverside, Riverside, Westlands",170000.0,3.0,3.0,3.0
1782,"Othaya Rd, Kileleshwa, Dagoretti North",170000.0,3.0,3.0,4.0
1783,"Parklands, Westlands",170000.0,3.0,3.0,3.0
1784,"General Mathenge, General Mathenge, Westlands",170000.0,3.0,3.0,3.0
1785,"General mathenge, General Mathenge, Westlands",170000.0,3.0,3.0,3.0
1786,"Nyari, Westlands",170000.0,3.0,3.0,3.0
1787,"General Mathenge Road, General Mathenge, Westlands",170000.0,250.0,4.0,5.0
1788,"Brookside Drive, Brookside, Westlands",170000.0,230.0,3.0,4.0
1789,"Dennis Pritt, Kilimani, Dagoretti North",170000.0,12.0,2.0,2.0
1790,"Signature Residence Nairobi, Kileleshwa, Dagoretti North",170000.0,20.0,3.0,3.0
1791,"Amrutha Brookside Dr Nairobi, Brookside, Westlands",170000.0,186.0,3.0,3.0
1792,", Dennis Pritt, Kilimani, Dagoretti North",170000.0,2.0,2.0,2.0
1793,"Menelik road Kilimani , Kilimani, Dagoretti North",170000.0,18.0,2.0,3.0
1794,"School Lane, Brookside, Westlands",170000.0,3.0,3.0,4.0
1795,"Parklands, Westlands",170000.0,2.0,2.0,2.0
1796,"General Mathenge, Westlands",170000.0,2.0,2.0,3.0
1797,"Chaka Road, Kilimani, Dagoretti North",170000.0,1.0,1.0,2.0
1798,"Kilimani, Dagoretti North",170000.0,2.0,2.0,2.0
1799,"Kilimani, Dagoretti North",170000.0,3.0,3.0,3.0
1800,"Marcus Garvey Road, Kilimani, Dagoretti North",170000.0,4047.0,3.0,2.0
1801,"Dennis Pritt, Kilimani, Dagoretti North",170000.0,2.0,2.0,2.0
1802,"Othaya Rd, Kileleshwa, Dagoretti North",170000.0,23.0,3.0,3.0
1803,"Kilimani, Dagoretti North",170000.0,300.0,5.0,6.0
1804,"Riverside, Westlands",170000.0,3.0,3.0,3.0
1805,"Mpaka road, Parklands, Westlands",170000.0,4.0,4.0,3.0
1806,"Kilimani, Dagoretti North",170000.0,1.0,1.0,1.0
1807,"Westlands Area, Westlands",170000.0,3.0,3.0,3.0
1808,"Brookside Drive, Brookside, Westlands",170000.0,270.0,3.0,4.0
1809,"Parklands Road, Westlands, Nairobi, Parklands, Westlands",170000.0,279.0,4.0,2.0
1810,"General Mathenge, Westlands",170000.0,3.0,3.0,4.0
1811,"Garden City, Thika Road, Thika Road, Thika Road",170000.0,3.0,3.0,2.0
1812,"Riverside, Westlands",170000.0,3.0,3.0,4.0
1813,"Kilimani, Dagoretti North",170000.0,2.0,2.0,2.0
1814,"Kilimani, Dagoretti North",172000.0,3.0,3.0,4.0
1815,"Parklands, Westlands",172000.0,4.0,4.0,4.0
1816,"General Mathenge Drive, Parklands, Westlands",175000.0,280.0,3.0,2.0
1817,"General Mathenge, Westlands",175000.0,3.0,3.0,2.0
1818,"General Mathenge, Westlands",175000.0,3.0,3.0,4.0
1819,"General Mathenge, Westlands Area, Westlands",175000.0,4.0,4.0,4.0
1820,"General Mathenge, Westlands",175000.0,4.0,4.0,2.0
1821,"Kilimani, Dagoretti North",175000.0,2.0,2.0,2.0
1822,"Parklands, Westlands",175000.0,3.0,3.0,3.0
1823,"General Mathenge, Westlands",175000.0,4.0,4.0,4.0
1824,"Donyo Sabuk Avenue, General Mathenge, Westlands",175000.0,4.0,4.0,5.0
1825,"General Mathenge, Westlands",175000.0,3.0,3.0,3.0
1826,"Riverside Grove, Riverside, Westlands",175000.0,279.0,3.0,3.0
1827,"General Mathenge, Westlands",175000.0,3.0,3.0,3.0
1828,"Donyo Sabuk Avenue, General Mathenge, Westlands",175000.0,4.0,4.0,4.0
1829,"Westlands, Westlands Area, Westlands",175000.0,4.0,4.0,4.0
1830,"Thigiri, Westlands",175000.0,150.0,2.0,2.0
1831,"Wood Avenue, Kilimani, Dagoretti North",180000.0,2.0,2.0,2.0
1832,"Off Riverside Drive, Riverside, Westlands",180000.0,3.0,3.0,3.0
1833,"State House, Dagoretti North",180000.0,3.0,3.0,2.0
1834,"Kitale Lane, Kilimani, Dagoretti North",180000.0,13.0,2.0,2.0
1835,"riverside drive, Riverside, Westlands",180000.0,4.0,4.0,4.0
1836,"Kilimani, Kilimani, Dagoretti North",180000.0,3.0,3.0,3.0
1837,"Kilimani, Dagoretti North",180000.0,3.0,3.0,3.0
1838,"Upper Hill, Langata",180000.0,4.0,4.0,4.0
1839,"Westlands Area, Westlands",180000.0,1.0,1.0,2.0
1840,"Mwanzi road, Westlands Area, Westlands",180000.0,2.0,2.0,2.0
1841,"Brookside Drie, Karura, Westlands",180000.0,3.0,3.0,3.0
1842,"Brookside, Westlands",180000.0,3.0,3.0,4.0
1843,"Laikipia Road, Kileleshwa, Dagoretti North",180000.0,3.0,3.0,2.0
1844,"Peponi road, Spring Valley, Westlands",180000.0,2.0,2.0,2.0
1845,"Kileleshwa, Dagoretti North",180000.0,4.0,4.0,5.0
1846,"Westlands Area, Westlands",180000.0,4.0,4.0,4.0
1847,"Kilimani, Dagoretti North",180000.0,2.0,2.0,2.0
